AREA,PERIMETER,MAJOR_AXIS,MINOR_AXIS,ECCENTRICITY,EQDIASQ,SOLIDITY,CONVEX_AREA,EXTENT,ASPECT_RATIO,ROUNDNESS,COMPACTNESS,SHAPEFACTOR_1,SHAPEFACTOR_2,SHAPEFACTOR_3,SHAPEFACTOR_4,class
7816,345.479,138.41,73.021,0.8495,99.7579,0.9741,8024,0.6892,1.8955,0.8229,0.7207,0.0177,0.0093,0.5195,0.9846,Arborio
8046,347.083,139.3852,74.3336,0.8459,101.215,0.9816,8197,0.7043,1.8751,0.8393,0.7262,0.0173,0.0092,0.5273,0.9888,Arborio
7661,344.46,136.6519,72.1642,0.8492,98.7638,0.9793,7823,0.7843,1.8936,0.8114,0.7227,0.0178,0.0094,0.5224,0.9891,Arborio
7441,341.509,139.029,68.9766,0.8682,97.3354,0.9751,7631,0.6823,2.0156,0.8017,0.7001,0.0187,0.0093,0.4902,0.9879,Arborio
6525,327.581,138.9195,60.4798,0.9003,91.1476,0.9758,6687,0.8014,2.297,0.7641,0.6561,0.0213,0.0093,0.4305,0.9888,Arborio
9529,378.005,155.5581,78.4865,0.8634,110.1485,0.986,9664,0.8088,1.982,0.838,0.7081,0.0163,0.0082,0.5014,0.9937,Arborio
7971,346.47,138.8604,73.8786,0.8467,100.7422,0.9815,8121,0.8029,1.8796,0.8344,0.7255,0.0174,0.0093,0.5263,0.9893,Arborio
5820,304.964,129.196,57.6908,0.8948,86.0828,0.9749,5970,0.6467,2.2395,0.7864,0.6663,0.0222,0.0099,0.444,0.9942,Arborio
8531,357.397,139.6599,78.8856,0.8252,104.2209,0.969,8804,0.6665,1.7704,0.8393,0.7462,0.0164,0.0092,0.5569,0.9859,Arborio
7507,346.82,140.6743,69.4534,0.8696,97.7661,0.9617,7806,0.625,2.0254,0.7843,0.695,0.0187,0.0093,0.483,0.9783,Arborio
6944,324.521,130.4981,67.9927,0.8535,94.0286,0.9809,7079,0.769,1.9193,0.8286,0.7205,0.0188,0.0098,0.5192,0.9964,Arborio
8534,366.695,146.4495,75.4335,0.8571,104.2393,0.9691,8806,0.6193,1.9414,0.7975,0.7118,0.0172,0.0088,0.5066,0.9836,Arborio
7571,334.579,133.4968,73.291,0.8358,98.182,0.9839,7695,0.6905,1.8215,0.8499,0.7355,0.0176,0.0097,0.5409,0.9852,Arborio
7859,349.555,140.8689,72.3534,0.858,100.0319,0.9729,8078,0.7528,1.947,0.8083,0.7101,0.0179,0.0092,0.5043,0.9818,Arborio
6727,312.984,124.0433,69.6794,0.8273,92.5477,0.9823,6848,0.7942,1.7802,0.863,0.7461,0.0184,0.0104,0.5567,0.991,Arborio
7596,329.277,133.6933,72.6868,0.8393,98.3439,0.988,7688,0.823,1.8393,0.8804,0.7356,0.0176,0.0096,0.5411,0.9952,Arborio
7981,354.806,144.4562,71.1811,0.8702,100.8054,0.9767,8171,0.7916,2.0294,0.7967,0.6978,0.0181,0.0089,0.487,0.9882,Arborio
6915,318.824,126.589,70.4828,0.8307,93.832,0.9822,7040,0.7829,1.796,0.8549,0.7412,0.0183,0.0102,0.5494,0.9868,Arborio
7610,344.833,145.5574,67.2157,0.887,98.4345,0.9863,7716,0.813,2.1655,0.8042,0.6763,0.0191,0.0088,0.4573,0.9904,Arborio
7376,332.568,135.8085,69.7324,0.8581,96.9093,0.982,7511,0.7667,1.9476,0.838,0.7136,0.0184,0.0095,0.5092,0.9917,Arborio
8647,368.643,148.1092,75.7499,0.8593,104.9271,0.9689,8925,0.7391,1.9552,0.7996,0.7084,0.0171,0.0088,0.5019,0.9813,Arborio
7706,339.631,134.9548,73.9605,0.8365,99.0534,0.9799,7864,0.6983,1.8247,0.8395,0.734,0.0175,0.0096,0.5387,0.983,Arborio
7635,346.928,142.1687,69.2004,0.8735,98.5961,0.9698,7873,0.6356,2.0545,0.7972,0.6935,0.0186,0.0091,0.481,0.9881,Arborio
7449,340.664,136.7121,70.7706,0.8556,97.3877,0.9765,7628,0.7721,1.9318,0.8066,0.7124,0.0184,0.0095,0.5075,0.9803,Arborio
8062,345.62,137.0029,75.6705,0.8336,101.3156,0.9747,8271,0.6675,1.8105,0.8481,0.7395,0.017,0.0094,0.5469,0.9901,Arborio
7307,326.161,128.6175,73.4241,0.821,96.455,0.9773,7477,0.6688,1.7517,0.8631,0.7499,0.0176,0.01,0.5624,0.9852,Arborio
6324,293.776,112.8376,71.7023,0.7721,89.7327,0.9858,6415,0.6977,1.5737,0.9208,0.7952,0.0178,0.0113,0.6324,0.9952,Arborio
8010,353.171,142.795,72.4763,0.8616,100.9884,0.9708,8251,0.6287,1.9702,0.807,0.7072,0.0178,0.009,0.5002,0.9854,Arborio
8848,372.042,151.3031,75.5666,0.8663,106.1396,0.9767,9059,0.761,2.0022,0.8033,0.7015,0.0171,0.0085,0.4921,0.9853,Arborio
7648,336.365,136.4545,72.0716,0.8491,98.68,0.9854,7761,0.781,1.8933,0.8494,0.7232,0.0178,0.0094,0.523,0.9902,Arborio
8504,362.906,144.1008,75.8644,0.8502,104.0559,0.9792,8685,0.6213,1.8995,0.8114,0.7221,0.0169,0.0089,0.5214,0.9904,Arborio
7207,343.444,142.1247,65.6115,0.8871,95.7927,0.978,7369,0.63,2.1662,0.7678,0.674,0.0197,0.0091,0.4543,0.984,Arborio
8072,355.476,147.9663,69.9493,0.8812,101.3784,0.9814,8225,0.8131,2.1153,0.8027,0.6851,0.0183,0.0087,0.4694,0.993,Arborio
7534,349.051,143.7029,67.755,0.8819,97.9417,0.9675,7787,0.7369,2.1209,0.7771,0.6816,0.0191,0.009,0.4645,0.9852,Arborio
8008,350.492,139.849,73.6207,0.8502,100.9758,0.9777,8191,0.6545,1.8996,0.8192,0.722,0.0175,0.0092,0.5213,0.9903,Arborio
7986,346.92,142.6097,71.7064,0.8644,100.837,0.981,8141,0.6417,1.9888,0.8338,0.7071,0.0179,0.009,0.5,0.9943,Arborio
6716,321.042,127.5418,68.2887,0.8446,92.472,0.9705,6920,0.6312,1.8677,0.8188,0.725,0.019,0.0102,0.5257,0.9818,Arborio
7552,330.492,129.8591,74.9627,0.8166,98.0587,0.9803,7704,0.758,1.7323,0.8689,0.7551,0.0172,0.0099,0.5702,0.9878,Arborio
7604,330.486,126.1015,77.4147,0.7894,98.3957,0.9765,7787,0.6831,1.6289,0.8749,0.7803,0.0166,0.0102,0.6089,0.9918,Arborio
7097,335.341,135.5975,67.4918,0.8673,95.0588,0.9686,7327,0.6164,2.0091,0.7931,0.701,0.0191,0.0095,0.4915,0.9874,Arborio
5778,302.393,129.7022,57.0026,0.8982,85.7717,0.9838,5873,0.6069,2.2754,0.794,0.6613,0.0224,0.0099,0.4373,0.9951,Arborio
5682,297.862,121.165,60.732,0.8653,85.0561,0.9819,5787,0.5939,1.9951,0.8048,0.702,0.0213,0.0107,0.4928,0.9831,Arborio
6822,317.269,124.8504,70.8788,0.8232,93.1989,0.9761,6989,0.705,1.7615,0.8517,0.7465,0.0183,0.0104,0.5572,0.9816,Arborio
7925,351.664,141.9342,72.2443,0.8608,100.4511,0.9757,8122,0.6695,1.9646,0.8053,0.7077,0.0179,0.0091,0.5009,0.9841,Arborio
7374,332.85,133.6127,71.1525,0.8464,96.8962,0.9824,7506,0.7916,1.8778,0.8364,0.7252,0.0181,0.0096,0.5259,0.9876,Arborio
7956,346.308,135.5143,75.8683,0.8286,100.6474,0.9806,8113,0.6437,1.7862,0.8336,0.7427,0.017,0.0095,0.5516,0.9853,Arborio
6177,293.271,112.1816,70.8072,0.7756,88.6837,0.9839,6278,0.6729,1.5843,0.9025,0.7905,0.0182,0.0115,0.6249,0.9901,Arborio
7596,338.995,136.8984,71.4994,0.8528,98.3439,0.9766,7778,0.7161,1.9147,0.8306,0.7184,0.018,0.0094,0.5161,0.9881,Arborio
7607,341.459,137.5428,71.5394,0.8541,98.4151,0.9755,7798,0.7149,1.9226,0.8199,0.7155,0.0181,0.0094,0.512,0.9843,Arborio
8024,353.079,142.4907,72.8032,0.8596,101.0766,0.9721,8254,0.753,1.9572,0.8088,0.7094,0.0178,0.0091,0.5032,0.9848,Arborio
7523,340.344,136.8919,71.178,0.8542,97.8702,0.9722,7738,0.6409,1.9232,0.8161,0.7149,0.0182,0.0095,0.5111,0.9831,Arborio
6413,309.962,129.3548,63.3492,0.8719,90.362,0.9912,6470,0.6297,2.0419,0.8388,0.6986,0.0202,0.0099,0.488,0.9964,Arborio
7536,337.423,134.0582,72.6524,0.8404,97.9548,0.9778,7707,0.7019,1.8452,0.8318,0.7307,0.0178,0.0096,0.5339,0.9852,Arborio
9669,381.098,149.8636,83.4015,0.8308,110.9547,0.9689,9979,0.6771,1.7969,0.8366,0.7404,0.0155,0.0086,0.5482,0.985,Arborio
6757,318.98,126.3935,69.041,0.8376,92.7539,0.9823,6879,0.7824,1.8307,0.8345,0.7338,0.0187,0.0102,0.5385,0.9859,Arborio
8222,346.96,137.3755,77.2169,0.8271,102.3161,0.9816,8376,0.6894,1.7791,0.8583,0.7448,0.0167,0.0094,0.5547,0.9869,Arborio
6969,320.512,128.0753,70.0365,0.8372,94.1977,0.9821,7096,0.6704,1.8287,0.8525,0.7355,0.0184,0.01,0.5409,0.9892,Arborio
6953,331.361,131.7409,68.3429,0.8549,94.0895,0.967,7190,0.6876,1.9276,0.7958,0.7142,0.0189,0.0098,0.5101,0.9833,Arborio
6791,327.51,130.8645,67.9087,0.8548,92.9869,0.9652,7036,0.6153,1.9271,0.7956,0.7106,0.0193,0.01,0.5049,0.973,Arborio
7338,332.117,133.7955,70.5326,0.8498,96.6594,0.98,7488,0.637,1.8969,0.836,0.7224,0.0182,0.0096,0.5219,0.99,Arborio
7545,350.929,145.489,66.807,0.8883,98.0132,0.9674,7799,0.6938,2.1778,0.7699,0.6737,0.0193,0.0089,0.4538,0.9884,Arborio
8115,352.089,146.1014,71.0882,0.8736,101.6481,0.981,8272,0.6338,2.0552,0.8226,0.6957,0.018,0.0088,0.484,0.9948,Arborio
7313,334.424,131.5994,71.4758,0.8396,96.4946,0.974,7508,0.6663,1.8412,0.8217,0.7332,0.018,0.0098,0.5376,0.9899,Arborio
7045,334.801,137.8305,66.0515,0.8777,94.7099,0.9704,7260,0.7911,2.0867,0.7898,0.6871,0.0196,0.0094,0.4722,0.9853,Arborio
7274,328.098,135.0546,68.9125,0.86,96.2369,0.9894,7352,0.6305,1.9598,0.8491,0.7126,0.0186,0.0095,0.5078,0.9951,Arborio
8625,362.333,149.6525,74.0964,0.8688,104.7936,0.9844,8762,0.7384,2.0197,0.8256,0.7002,0.0174,0.0086,0.4903,0.9903,Arborio
7641,345.15,138.7629,71.6421,0.8564,98.6348,0.9678,7895,0.6052,1.9369,0.806,0.7108,0.0182,0.0094,0.5053,0.9786,Arborio
7615,340.492,136.6694,71.865,0.8506,98.4668,0.9715,7838,0.6589,1.9018,0.8254,0.7205,0.0179,0.0094,0.5191,0.9872,Arborio
6282,302.027,121.9267,65.9905,0.8409,89.4343,0.9846,6380,0.7699,1.8476,0.8654,0.7335,0.0194,0.0105,0.538,0.9941,Arborio
7581,340.379,133.5672,73.649,0.8342,98.2468,0.9722,7798,0.6502,1.8136,0.8223,0.7356,0.0176,0.0097,0.541,0.9812,Arborio
6214,318.198,131.8951,61.1172,0.8862,88.9489,0.9806,6337,0.599,2.1581,0.7712,0.6744,0.0212,0.0098,0.4548,0.9815,Arborio
7341,335.794,136.8433,69.0398,0.8634,96.6791,0.9788,7500,0.7547,1.9821,0.8181,0.7065,0.0186,0.0094,0.4991,0.9893,Arborio
7382,338.906,137.8567,68.6941,0.867,96.9487,0.9811,7524,0.6158,2.0068,0.8077,0.7033,0.0187,0.0093,0.4946,0.9925,Arborio
7741,348.14,137.8853,72.322,0.8514,99.2781,0.964,8030,0.7749,1.9065,0.8026,0.72,0.0178,0.0093,0.5184,0.9884,Arborio
7897,351.642,141.2269,72.3636,0.8588,100.2735,0.9707,8135,0.6244,1.9516,0.8025,0.71,0.0179,0.0092,0.5041,0.9839,Arborio
8007,358.852,148.8154,69.4256,0.8845,100.9694,0.9765,8200,0.689,2.1435,0.7814,0.6785,0.0186,0.0087,0.4603,0.9868,Arborio
6812,323.967,128.2363,68.4666,0.8455,93.1306,0.9754,6984,0.7068,1.873,0.8156,0.7262,0.0188,0.0101,0.5274,0.9879,Arborio
7594,330.17,129.6954,75.522,0.813,98.331,0.9823,7731,0.7298,1.7173,0.8754,0.7582,0.0171,0.0099,0.5748,0.9871,Arborio
7909,352.665,141.4928,72.239,0.8598,100.3496,0.9716,8140,0.6539,1.9587,0.7991,0.7092,0.0179,0.0091,0.503,0.9852,Arborio
7639,345.292,139.3756,70.6823,0.8619,98.6219,0.9775,7815,0.6285,1.9719,0.8051,0.7076,0.0182,0.0093,0.5007,0.9873,Arborio
7028,333.065,131.7077,69.3516,0.8501,94.5956,0.954,7367,0.6886,1.8991,0.7961,0.7182,0.0187,0.0099,0.5158,0.9797,Arborio
7631,334.52,134.6386,72.9464,0.8405,98.5702,0.9815,7775,0.8029,1.8457,0.8569,0.7321,0.0176,0.0096,0.536,0.9893,Arborio
7626,339.607,136.4446,72.0151,0.8494,98.5379,0.9725,7842,0.6527,1.8947,0.8309,0.7222,0.0179,0.0094,0.5215,0.9882,Arborio
7612,340.219,141.2706,69.1711,0.8719,98.4474,0.9844,7733,0.7823,2.0423,0.8264,0.6969,0.0186,0.0091,0.4856,0.9918,Arborio
9436,376.808,153.4424,78.6541,0.8586,109.6097,0.9862,9568,0.6367,1.9509,0.8351,0.7143,0.0163,0.0083,0.5103,0.9955,Arborio
8658,368.304,148.1471,75.0807,0.8621,104.9939,0.9769,8863,0.7244,1.9732,0.8021,0.7087,0.0171,0.0087,0.5023,0.9911,Arborio
8078,351.383,142.2479,73.2652,0.8572,101.4161,0.9761,8276,0.7738,1.9415,0.8222,0.713,0.0176,0.0091,0.5083,0.9869,Arborio
7066,333.197,131.9322,70.3555,0.8459,94.851,0.9661,7314,0.6561,1.8752,0.7998,0.7189,0.0187,0.01,0.5169,0.9692,Arborio
6767,310.33,119.3394,73.3019,0.7891,92.8225,0.9782,6918,0.7712,1.6281,0.883,0.7778,0.0176,0.0108,0.605,0.9849,Arborio
8162,351.442,140.1335,75.1307,0.8441,101.942,0.9743,8377,0.6693,1.8652,0.8304,0.7275,0.0172,0.0092,0.5292,0.9871,Arborio
8898,364.385,145.2496,78.5603,0.8411,106.4391,0.9806,9074,0.6676,1.8489,0.8421,0.7328,0.0163,0.0088,0.537,0.9929,Arborio
8296,352.699,142.1656,75.0868,0.8491,102.7755,0.9788,8476,0.6636,1.8934,0.8381,0.7229,0.0171,0.0091,0.5226,0.9895,Arborio
7812,341.744,137.2883,73.0687,0.8466,99.7324,0.9844,7936,0.6284,1.8789,0.8406,0.7264,0.0176,0.0094,0.5277,0.9915,Arborio
7719,346.248,138.3944,71.9792,0.8541,99.137,0.9724,7938,0.6555,1.9227,0.8091,0.7163,0.0179,0.0093,0.5131,0.9866,Arborio
7298,337.902,141.5466,66.2238,0.8838,96.3956,0.9826,7427,0.761,2.1374,0.8032,0.681,0.0194,0.0091,0.4638,0.9913,Arborio
8248,350.957,140.8722,75.1911,0.8456,102.4777,0.9838,8384,0.6518,1.8735,0.8415,0.7275,0.0171,0.0091,0.5292,0.9914,Arborio
7857,351.511,145.7358,69.5513,0.8788,100.0192,0.9797,8020,0.6152,2.0954,0.7991,0.6863,0.0185,0.0089,0.471,0.987,Arborio
8624,366.322,149.812,73.8338,0.8701,104.7875,0.9764,8832,0.6391,2.029,0.8076,0.6995,0.0174,0.0086,0.4892,0.9927,Arborio
7002,333.81,141.7813,63.4628,0.8942,94.4205,0.9815,7134,0.6343,2.2341,0.7896,0.666,0.0202,0.0091,0.4435,0.9908,Arborio
6276,310.482,128.5197,62.8644,0.8722,89.3916,0.986,6365,0.6093,2.0444,0.8181,0.6955,0.0205,0.01,0.4838,0.989,Arborio
7696,347.475,140.2139,71.1194,0.8618,98.9892,0.9626,7995,0.6233,1.9715,0.801,0.706,0.0182,0.0092,0.4984,0.9826,Arborio
8113,347.273,143.1873,72.3259,0.8631,101.6356,0.9848,8238,0.7935,1.9798,0.8454,0.7098,0.0176,0.0089,0.5038,0.9975,Arborio
8379,356.948,146.191,73.431,0.8647,103.2883,0.9807,8544,0.7971,1.9909,0.8264,0.7065,0.0174,0.0088,0.4992,0.9938,Arborio
8247,354.058,141.9629,75.1611,0.8483,102.4715,0.9811,8406,0.6248,1.8888,0.8267,0.7218,0.0172,0.0091,0.521,0.9841,Arborio
7776,343.587,138.0078,72.5164,0.8508,99.5023,0.9769,7960,0.6461,1.9031,0.8277,0.721,0.0177,0.0093,0.5198,0.9893,Arborio
7115,328.641,130.7621,69.9879,0.8447,95.1793,0.9696,7338,0.7148,1.8684,0.8278,0.7279,0.0184,0.0098,0.5298,0.9899,Arborio
8895,366.923,144.9289,78.9248,0.8387,106.4212,0.9799,9077,0.6756,1.8363,0.8302,0.7343,0.0163,0.0089,0.5392,0.9901,Arborio
8179,364.682,149.2135,71.4532,0.8779,102.0482,0.9642,8483,0.6445,2.0883,0.7728,0.6839,0.0182,0.0087,0.4677,0.9767,Arborio
7693,348.262,138.7355,72.2393,0.8537,98.9699,0.966,7964,0.6027,1.9205,0.7971,0.7134,0.018,0.0094,0.5089,0.9773,Arborio
5990,306.642,125.5115,60.9898,0.874,87.331,0.9745,6147,0.6406,2.0579,0.8005,0.6958,0.021,0.0102,0.4841,0.9963,Arborio
7443,342.154,142.4982,67.0573,0.8824,97.3485,0.9821,7579,0.6657,2.125,0.7989,0.6832,0.0191,0.009,0.4667,0.9918,Arborio
7973,356.577,148.2021,69.247,0.8841,100.7548,0.982,8119,0.6813,2.1402,0.788,0.6798,0.0186,0.0087,0.4622,0.9892,Arborio
7825,344.927,139.5489,72.0269,0.8565,99.8153,0.9791,7992,0.6243,1.9375,0.8265,0.7153,0.0178,0.0092,0.5116,0.9912,Arborio
7683,342.662,139.3543,70.6199,0.8621,98.9055,0.9811,7831,0.6277,1.9733,0.8223,0.7097,0.0181,0.0092,0.5037,0.994,Arborio
5423,290.502,119.7704,58.5854,0.8722,83.095,0.9773,5549,0.601,2.0444,0.8075,0.6938,0.0221,0.0108,0.4813,0.984,Arborio
6499,311.108,125.7664,66.3707,0.8494,90.9658,0.9829,6612,0.7067,1.8949,0.8438,0.7233,0.0194,0.0102,0.5232,0.9913,Arborio
8297,355.047,144.8875,73.4108,0.8621,102.7817,0.9812,8456,0.704,1.9737,0.8271,0.7094,0.0175,0.0088,0.5032,0.9932,Arborio
7318,335.971,137.9797,68.4046,0.8685,96.5275,0.9833,7442,0.6159,2.0171,0.8147,0.6996,0.0189,0.0093,0.4894,0.9872,Arborio
7843,350.837,139.9764,72.6059,0.855,99.9301,0.9708,8079,0.7513,1.9279,0.8007,0.7139,0.0178,0.0093,0.5097,0.9826,Arborio
8277,358.771,146.7695,72.8068,0.8683,102.6577,0.974,8498,0.6148,2.0159,0.8081,0.6994,0.0177,0.0088,0.4892,0.9862,Arborio
8269,356.296,143.9427,74.1921,0.8569,102.6081,0.9734,8495,0.7189,1.9401,0.8185,0.7128,0.0174,0.009,0.5081,0.9859,Arborio
8272,364.657,152.1366,70.1239,0.8874,102.6267,0.9763,8473,0.7305,2.1695,0.7817,0.6746,0.0184,0.0085,0.455,0.9872,Arborio
8047,351.757,138.4001,75.1922,0.8395,101.2213,0.9708,8289,0.6607,1.8406,0.8173,0.7314,0.0172,0.0093,0.5349,0.9845,Arborio
6802,331.37,136.0365,64.5164,0.8804,93.0622,0.9687,7022,0.7198,2.1086,0.7784,0.6841,0.02,0.0095,0.468,0.9868,Arborio
8561,354.733,142.1959,77.3534,0.8391,104.404,0.9847,8694,0.7631,1.8383,0.8549,0.7342,0.0166,0.009,0.5391,0.991,Arborio
7068,320.804,128.4838,70.6514,0.8352,94.8644,0.9839,7184,0.6352,1.8186,0.863,0.7383,0.0182,0.01,0.5451,0.9914,Arborio
7342,343.56,141.1157,67.4357,0.8784,96.6857,0.9735,7542,0.6622,2.0926,0.7817,0.6852,0.0192,0.0092,0.4694,0.9823,Arborio
8474,356.247,141.7913,77.0884,0.8393,103.8722,0.982,8629,0.67,1.8393,0.8391,0.7326,0.0167,0.0091,0.5367,0.9871,Arborio
6725,321.779,133.1997,64.6483,0.8743,92.534,0.9815,6852,0.6265,2.0604,0.8162,0.6947,0.0198,0.0096,0.4826,0.9944,Arborio
7996,349.722,141.2832,72.8825,0.8567,100.9001,0.9713,8232,0.7178,1.9385,0.8216,0.7142,0.0177,0.0091,0.51,0.9887,Arborio
7835,338.759,136.1074,74.1626,0.8385,99.8791,0.987,7938,0.6378,1.8353,0.858,0.7338,0.0174,0.0095,0.5385,0.9883,Arborio
7812,345.168,143.2676,69.8825,0.873,99.7324,0.9867,7917,0.6127,2.0501,0.824,0.6961,0.0183,0.0089,0.4846,0.9935,Arborio
8553,360.373,147.2311,74.8395,0.8612,104.3552,0.9806,8722,0.6642,1.9673,0.8276,0.7088,0.0172,0.0088,0.5024,0.9883,Arborio
7977,358.126,146.3599,70.0023,0.8782,100.7801,0.9766,8168,0.6029,2.0908,0.7816,0.6886,0.0183,0.0088,0.4741,0.9913,Arborio
6980,318.892,125.3995,71.5734,0.8211,94.272,0.975,7159,0.6602,1.752,0.8625,0.7518,0.018,0.0103,0.5652,0.9902,Arborio
6585,316.591,130.6633,64.8071,0.8683,91.5657,0.9833,6697,0.6913,2.0162,0.8256,0.7008,0.0198,0.0098,0.4911,0.9901,Arborio
8046,349.128,142.1579,72.8546,0.8587,101.215,0.9806,8205,0.643,1.9513,0.8295,0.712,0.0177,0.0091,0.5069,0.9891,Arborio
7811,347.919,140.5908,72.0521,0.8587,99.726,0.9737,8022,0.6925,1.9512,0.8109,0.7093,0.018,0.0092,0.5032,0.9818,Arborio
9399,383.844,151.1102,79.7136,0.8495,109.3946,0.9734,9656,0.6896,1.8957,0.8016,0.7239,0.0161,0.0085,0.5241,0.9935,Arborio
6935,325.117,132.882,66.9395,0.8638,93.9676,0.9851,7040,0.7724,1.9851,0.8245,0.7072,0.0192,0.0097,0.5001,0.9927,Arborio
8084,351.427,139.2121,74.6065,0.8443,101.4538,0.9772,8273,0.6455,1.866,0.8226,0.7288,0.0172,0.0092,0.5311,0.991,Arborio
8525,354.809,142.3082,77.2938,0.8396,104.1843,0.9869,8638,0.6564,1.8411,0.851,0.7321,0.0167,0.0091,0.536,0.9868,Arborio
6215,311.058,128.8978,61.8679,0.8773,88.9561,0.9801,6341,0.7103,2.0834,0.8072,0.6901,0.0207,0.01,0.4763,0.9923,Arborio
7840,346.194,138.0445,73.4621,0.8466,99.9109,0.98,8000,0.6089,1.8791,0.822,0.7238,0.0176,0.0094,0.5238,0.9843,Arborio
7411,325.025,122.9321,78.4381,0.77,97.139,0.979,7570,0.7832,1.5672,0.8816,0.7902,0.0166,0.0106,0.6244,0.9786,Arborio
7420,329.418,131.815,72.0139,0.8376,97.1979,0.9825,7552,0.7807,1.8304,0.8592,0.7374,0.0178,0.0097,0.5437,0.9953,Arborio
6561,306.94,122.9223,68.426,0.8307,91.3987,0.9844,6665,0.7098,1.7964,0.8751,0.7435,0.0187,0.0104,0.5529,0.9932,Arborio
5107,284.196,118.8381,55.3477,0.8849,80.6377,0.9799,5212,0.7526,2.1471,0.7946,0.6786,0.0233,0.0108,0.4604,0.9886,Arborio
7452,335.755,137.4141,69.8164,0.8613,97.4073,0.9817,7591,0.6469,1.9682,0.8307,0.7089,0.0184,0.0094,0.5025,0.989,Arborio
7870,348.573,135.9903,75.295,0.8327,100.1019,0.9592,8205,0.6649,1.8061,0.8139,0.7361,0.0173,0.0096,0.5418,0.9786,Arborio
8996,367.758,151.9223,75.9325,0.8661,107.0237,0.9876,9109,0.8159,2.0008,0.8359,0.7045,0.0169,0.0084,0.4963,0.9929,Arborio
7473,335.273,133.6105,72.1,0.8419,97.5444,0.9776,7644,0.6978,1.8531,0.8354,0.7301,0.0179,0.0096,0.533,0.9877,Arborio
7376,334.645,137.8538,68.582,0.8675,96.9093,0.9832,7502,0.6932,2.0101,0.8277,0.703,0.0187,0.0093,0.4942,0.9933,Arborio
7559,335.706,135.2633,71.9339,0.8469,98.1041,0.9819,7698,0.6428,1.8804,0.8429,0.7253,0.0179,0.0095,0.526,0.9891,Arborio
7985,347.779,141.4706,72.709,0.8578,100.8306,0.9738,8200,0.6524,1.9457,0.8296,0.7127,0.0177,0.0091,0.508,0.9884,Arborio
7730,339.659,138.2964,71.9069,0.8542,99.2076,0.9817,7874,0.6413,1.9233,0.842,0.7174,0.0179,0.0093,0.5146,0.9897,Arborio
6811,319.025,130.1142,67.1546,0.8565,93.1238,0.9845,6918,0.6269,1.9375,0.841,0.7157,0.0191,0.0099,0.5122,0.9925,Arborio
8157,358.108,145.2632,72.8083,0.8653,101.9108,0.9673,8433,0.6323,1.9951,0.7993,0.7016,0.0178,0.0089,0.4922,0.982,Arborio
8301,356.331,143.379,74.5467,0.8542,102.8064,0.9736,8526,0.6493,1.9233,0.8215,0.717,0.0173,0.009,0.5141,0.9888,Arborio
8378,364.019,147.4532,73.0629,0.8686,103.2821,0.9722,8618,0.7214,2.0182,0.7945,0.7004,0.0176,0.0087,0.4906,0.9901,Arborio
7697,343.785,137.4578,72.7493,0.8485,98.9956,0.9676,7955,0.6255,1.8895,0.8184,0.7202,0.0179,0.0095,0.5187,0.98,Arborio
7810,345.431,137.8833,73.3399,0.8468,99.7196,0.9733,8024,0.6287,1.8801,0.8225,0.7232,0.0177,0.0094,0.523,0.9834,Arborio
7237,337.373,137.5409,67.4433,0.8715,95.9918,0.9755,7419,0.7657,2.0394,0.799,0.6979,0.019,0.0093,0.4871,0.9933,Arborio
7478,336.58,134.6487,71.6316,0.8468,97.5771,0.9737,7680,0.719,1.8797,0.8295,0.7247,0.018,0.0096,0.5252,0.9872,Arborio
8486,364.16,147.5914,73.7598,0.8662,103.9457,0.9702,8747,0.7357,2.001,0.8041,0.7043,0.0174,0.0087,0.496,0.9925,Arborio
6936,325.945,133.5749,66.5908,0.8669,93.9744,0.9799,7078,0.6773,2.0059,0.8204,0.7035,0.0193,0.0096,0.495,0.9928,Arborio
7346,335.711,133.8478,70.9802,0.8478,96.712,0.9787,7506,0.7828,1.8857,0.8191,0.7226,0.0182,0.0097,0.5221,0.9845,Arborio
7695,345.995,145.1256,67.7922,0.8842,98.9827,0.9846,7815,0.6043,2.1407,0.8078,0.682,0.0189,0.0088,0.4652,0.9959,Arborio
6289,306.443,121.7568,66.8109,0.836,89.4841,0.9766,6440,0.781,1.8224,0.8416,0.7349,0.0194,0.0106,0.5401,0.9844,Arborio
7403,328.342,128.8917,74.419,0.8165,97.0865,0.9809,7547,0.7923,1.732,0.8629,0.7532,0.0174,0.0101,0.5674,0.9827,Arborio
7039,328.363,132.619,68.647,0.8556,94.6696,0.972,7242,0.6213,1.9319,0.8204,0.7138,0.0188,0.0098,0.5096,0.9844,Arborio
7633,353.69,143.2985,69.5342,0.8744,98.5832,0.9586,7963,0.7114,2.0608,0.7668,0.688,0.0188,0.0091,0.4733,0.9754,Arborio
7613,343.824,142.8272,68.3166,0.8782,98.4539,0.9816,7756,0.7344,2.0907,0.8093,0.6893,0.0188,0.009,0.4752,0.9934,Arborio
8836,368.122,150.4748,75.4723,0.8651,106.0676,0.9787,9028,0.7371,1.9938,0.8194,0.7049,0.017,0.0085,0.4969,0.9906,Arborio
9403,378.278,150.4529,80.6018,0.8444,109.4179,0.9728,9666,0.7352,1.8666,0.8258,0.7273,0.016,0.0086,0.5289,0.9873,Arborio
